transaction_id|transaction_date|transaction_time|transaction_qty|store_id|store_location|product_id|unit_price|product_category|product_type|product_detail
5647|2023-01-11|07:41:21|1|8|Hell's Kitchen|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
5648|2023-01-11|07:42:42|2|5|Lower Manhattan|42|2.5|Tea|Brewed herbal tea|Lemon Grass Rg
5649|2023-01-11|07:44:03|1|3|Astoria|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
5650|2023-01-11|07:44:37|2|3|Astoria|36|3.75|Coffee|Premium brewed coffee|Jamaican Coffee River Lg
5651|2023-01-11|07:45:02|2|5|Lower Manhattan|44|2.5|Tea|Brewed herbal tea|Peppermint Rg
5652|2023-01-11|07:45:16|2|8|Hell's Kitchen|46|2.5|Tea|Brewed Green tea|Serenity Green Tea Rg
5653|2023-01-11|07:46:26|1|5|Lower Manhattan|25|2.2|Coffee|Organic brewed coffee|Brazilian Sm
5654|2023-01-11|07:46:26|1|5|Lower Manhattan|79|3.75|Bakery|Scone|Jumbo Savory Scone
5655|2023-01-11|07:46:34|1|3|Astoria|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
5656|2023-01-11|07:46:49|2|3|Astoria|44|2.5|Tea|Brewed herbal tea|Peppermint Rg
5657|2023-01-11|07:48:38|1|3|Astoria|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
5658|2023-01-11|07:48:38|1|3|Astoria|71|3.75|Bakery|Pastry|Chocolate Croissant
5659|2023-01-11|07:50:50|2|3|Astoria|43|3.0|Tea|Brewed herbal tea|Lemon Grass Lg
5660|2023-01-11|07:50:50|1|3|Astoria|76|3.5|Bakery|Biscotti|Chocolate Chip Biscotti
5661|2023-01-11|07:51:05|2|5|Lower Manhattan|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
5662|2023-01-11|07:52:44|1|8|Hell's Kitchen|53|3.0|Tea|Brewed Chai tea|Traditional Blend Chai Lg
5663|2023-01-11|07:53:03|1|5|Lower Manhattan|36|3.75|Coffee|Premium brewed coffee|Jamaican Coffee River Lg
5664|2023-01-11|07:53:53|1|8|Hell's Kitchen|34|2.45|Coffee|Premium brewed coffee|Jamaican Coffee River Sm
5665|2023-01-11|07:54:22|1|5|Lower Manhattan|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
5666|2023-01-11|07:54:22|1|5|Lower Manhattan|4|20.45|Coffee beans|Espresso Beans|Primo Espresso Roast
5667|2023-01-11|07:57:20|1|5|Lower Manhattan|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
5668|2023-01-11|07:57:20|1|5|Lower Manhattan|72|3.25|Bakery|Scone|Ginger Scone
5669|2023-01-11|07:58:39|1|3|Astoria|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
5670|2023-01-11|07:59:33|2|3|Astoria|31|2.2|Coffee|Gourmet brewed coffee|Ethiopia Sm
5671|2023-01-11|07:59:33|1|3|Astoria|74|3.5|Bakery|Biscotti|Ginger Biscotti
5672|2023-01-11|08:02:35|2|3|Astoria|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
5673|2023-01-11|08:05:16|2|3|Astoria|23|2.5|Coffee|Drip coffee|Our Old Time Diner Blend Rg
5674|2023-01-11|08:05:39|1|5|Lower Manhattan|47|3.0|Tea|Brewed Green tea|Serenity Green Tea Lg
5675|2023-01-11|08:06:28|2|8|Hell's Kitchen|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
5676|2023-01-11|08:06:30|1|8|Hell's Kitchen|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
5677|2023-01-11|08:06:30|1|8|Hell's Kitchen|71|3.75|Bakery|Pastry|Chocolate Croissant
5678|2023-01-11|08:07:22|2|5|Lower Manhattan|40|3.75|Coffee|Barista Espresso|Cappuccino
5679|2023-01-11|08:07:22|2|5|Lower Manhattan|64|0.8|Flavours|Regular syrup|Hazelnut syrup
5680|2023-01-11|08:09:04|1|5|Lower Manhattan|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
5681|2023-01-11|08:09:04|1|5|Lower Manhattan|70|3.25|Bakery|Scone|Cranberry Scone
5682|2023-01-11|08:09:25|1|8|Hell's Kitchen|31|2.2|Coffee|Gourmet brewed coffee|Ethiopia Sm
5683|2023-01-11|08:13:08|1|3|Astoria|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
5684|2023-01-11|08:13:15|2|8|Hell's Kitchen|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
5685|2023-01-11|08:13:15|1|8|Hell's Kitchen|77|3.0|Bakery|Scone|Oatmeal Scone
5686|2023-01-11|08:15:46|2|8|Hell's Kitchen|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
5687|2023-01-11|08:17:56|2|5|Lower Manhattan|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
5688|2023-01-11|08:18:37|2|3|Astoria|47|3.0|Tea|Brewed Green tea|Serenity Green Tea Lg
5689|2023-01-11|08:20:16|1|3|Astoria|27|3.5|Coffee|Organic brewed coffee|Brazilian Lg
5690|2023-01-11|08:20:40|1|3|Astoria|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
5691|2023-01-11|08:20:40|1|3|Astoria|73|3.75|Bakery|Pastry|Almond Croissant
5692|2023-01-11|08:20:45|1|8|Hell's Kitchen|29|2.5|Coffee|Gourmet brewed coffee|Columbian Medium Roast Rg
5693|2023-01-11|08:20:52|2|8|Hell's Kitchen|34|2.45|Coffee|Premium brewed coffee|Jamaican Coffee River Sm
5694|2023-01-11|08:20:52|1|8|Hell's Kitchen|69|3.25|Bakery|Biscotti|Hazelnut Biscotti
5695|2023-01-11|08:21:29|1|8|Hell's Kitchen|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
5696|2023-01-11|08:22:31|2|3|Astoria|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
5697|2023-01-11|08:23:05|1|5|Lower Manhattan|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
5698|2023-01-11|08:24:04|1|5|Lower Manhattan|27|3.5|Coffee|Organic brewed coffee|Brazilian Lg
5699|2023-01-11|08:26:33|1|5|Lower Manhattan|71|3.75|Bakery|Pastry|Chocolate Croissant
5700|2023-01-11|08:26:38|1|8|Hell's Kitchen|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
5701|2023-01-11|08:29:13|2|8|Hell's Kitchen|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
5702|2023-01-11|08:29:13|1|8|Hell's Kitchen|70|3.25|Bakery|Scone|Cranberry Scone
5703|2023-01-11|08:30:22|2|8|Hell's Kitchen|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
5704|2023-01-11|08:30:22|1|8|Hell's Kitchen|72|3.25|Bakery|Scone|Ginger Scone
5705|2023-01-11|08:31:04|2|8|Hell's Kitchen|38|3.75|Coffee|Barista Espresso|Latte
5706|2023-01-11|08:31:04|2|8|Hell's Kitchen|65|0.8|Flavours|Sugar free syrup|Sugar Free Vanilla syrup
5707|2023-01-11|08:31:53|1|3|Astoria|33|3.5|Coffee|Gourmet brewed coffee|Ethiopia Lg
5708|2023-01-11|08:31:55|1|8|Hell's Kitchen|44|2.5|Tea|Brewed herbal tea|Peppermint Rg
5709|2023-01-11|08:32:20|1|3|Astoria|46|2.5|Tea|Brewed Green tea|Serenity Green Tea Rg
5710|2023-01-11|08:32:39|2|3|Astoria|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
5711|2023-01-11|08:33:22|1|8|Hell's Kitchen|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
5712|2023-01-11|08:35:05|1|5|Lower Manhattan|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
5713|2023-01-11|08:35:05|1|5|Lower Manhattan|17|9.5|Loose Tea|Chai tea|Morning Sunrise Chai
5714|2023-01-11|08:35:18|2|5|Lower Manhattan|39|4.25|Coffee|Barista Espresso|Latte Rg
5715|2023-01-11|08:35:18|1|5|Lower Manhattan|63|0.8|Flavours|Regular syrup|Carmel syrup
5716|2023-01-11|08:35:18|1|5|Lower Manhattan|70|3.25|Bakery|Scone|Cranberry Scone
5717|2023-01-11|08:35:46|2|3|Astoria|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
5718|2023-01-11|08:35:57|2|8|Hell's Kitchen|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
5719|2023-01-11|08:35:59|1|5|Lower Manhattan|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
5720|2023-01-11|08:36:47|1|3|Astoria|71|3.75|Bakery|Pastry|Chocolate Croissant
5721|2023-01-11|08:36:47|1|3|Astoria|71|3.75|Bakery|Pastry|Chocolate Croissant
5722|2023-01-11|08:38:07|2|5|Lower Manhattan|23|2.5|Coffee|Drip coffee|Our Old Time Diner Blend Rg
5723|2023-01-11|08:38:20|1|5|Lower Manhattan|38|3.75|Coffee|Barista Espresso|Latte
5724|2023-01-11|08:38:20|2|5|Lower Manhattan|84|0.8|Flavours|Regular syrup|Chocolate syrup
5725|2023-01-11|08:39:51|2|5|Lower Manhattan|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
5726|2023-01-11|08:40:37|2|8|Hell's Kitchen|34|2.45|Coffee|Premium brewed coffee|Jamaican Coffee River Sm
5727|2023-01-11|08:43:28|2|5|Lower Manhattan|40|3.75|Coffee|Barista Espresso|Cappuccino
5728|2023-01-11|08:43:28|1|5|Lower Manhattan|64|0.8|Flavours|Regular syrup|Hazelnut syrup
5729|2023-01-11|08:44:48|1|5|Lower Manhattan|31|2.2|Coffee|Gourmet brewed coffee|Ethiopia Sm
5730|2023-01-11|08:46:12|1|8|Hell's Kitchen|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
5731|2023-01-11|08:47:21|2|3|Astoria|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
5732|2023-01-11|08:47:43|1|3|Astoria|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
5733|2023-01-11|08:47:43|1|3|Astoria|78|4.5|Bakery|Scone|Scottish Cream Scone 
5734|2023-01-11|08:47:52|2|5|Lower Manhattan|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
5735|2023-01-11|08:48:14|1|8|Hell's Kitchen|44|2.5|Tea|Brewed herbal tea|Peppermint Rg
5736|2023-01-11|08:50:22|2|3|Astoria|43|3.0|Tea|Brewed herbal tea|Lemon Grass Lg
5737|2023-01-11|08:50:22|1|3|Astoria|73|3.75|Bakery|Pastry|Almond Croissant
5738|2023-01-11|08:52:10|1|5|Lower Manhattan|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
5739|2023-01-11|08:52:14|1|3|Astoria|47|3.0|Tea|Brewed Green tea|Serenity Green Tea Lg
5740|2023-01-11|08:53:06|2|8|Hell's Kitchen|37|3.0|Coffee|Barista Espresso|Espresso shot
5741|2023-01-11|08:53:06|1|8|Hell's Kitchen|63|0.8|Flavours|Regular syrup|Carmel syrup
5742|2023-01-11|08:54:00|2|8|Hell's Kitchen|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
5743|2023-01-11|08:54:00|1|8|Hell's Kitchen|77|3.0|Bakery|Scone|Oatmeal Scone
5744|2023-01-11|08:54:15|1|8|Hell's Kitchen|38|3.75|Coffee|Barista Espresso|Latte
5745|2023-01-11|08:54:15|2|8|Hell's Kitchen|84|0.8|Flavours|Regular syrup|Chocolate syrup
5746|2023-01-11|08:54:15|1|8|Hell's Kitchen|72|3.25|Bakery|Scone|Ginger Scone
5747|2023-01-11|08:55:32|1|3|Astoria|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
5748|2023-01-11|08:57:27|1|5|Lower Manhattan|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
5749|2023-01-11|08:57:27|1|5|Lower Manhattan|71|3.75|Bakery|Pastry|Chocolate Croissant
5750|2023-01-11|08:58:44|1|3|Astoria|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
5751|2023-01-11|09:00:30|2|8|Hell's Kitchen|47|3.0|Tea|Brewed Green tea|Serenity Green Tea Lg
5752|2023-01-11|09:00:40|2|3|Astoria|55|4.0|Tea|Brewed Chai tea|Morning Sunrise Chai Lg
5753|2023-01-11|09:04:04|1|5|Lower Manhattan|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
5754|2023-01-11|09:05:37|1|8|Hell's Kitchen|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
5755|2023-01-11|09:05:37|1|8|Hell's Kitchen|69|3.25|Bakery|Biscotti|Hazelnut Biscotti
5756|2023-01-11|09:06:05|2|8|Hell's Kitchen|27|3.5|Coffee|Organic brewed coffee|Brazilian Lg
5757|2023-01-11|09:06:08|1|8|Hell's Kitchen|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
5758|2023-01-11|09:06:08|1|8|Hell's Kitchen|71|3.75|Bakery|Pastry|Chocolate Croissant
5759|2023-01-11|09:07:45|1|5|Lower Manhattan|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
5760|2023-01-11|09:07:51|1|8|Hell's Kitchen|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
5761|2023-01-11|09:07:51|1|8|Hell's Kitchen|74|3.5|Bakery|Biscotti|Ginger Biscotti
5762|2023-01-11|09:08:05|1|8|Hell's Kitchen|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
5763|2023-01-11|09:09:26|2|3|Astoria|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
5764|2023-01-11|09:09:26|1|3|Astoria|77|3.0|Bakery|Scone|Oatmeal Scone
5765|2023-01-11|09:10:20|2|3|Astoria|39|4.25|Coffee|Barista Espresso|Latte Rg
5766|2023-01-11|09:10:20|1|3|Astoria|65|0.8|Flavours|Sugar free syrup|Sugar Free Vanilla syrup
5767|2023-01-11|09:16:17|1|5|Lower Manhattan|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
5768|2023-01-11|09:17:21|1|8|Hell's Kitchen|38|3.75|Coffee|Barista Espresso|Latte
5769|2023-01-11|09:18:29|2|3|Astoria|42|2.5|Tea|Brewed herbal tea|Lemon Grass Rg
5770|2023-01-11|09:23:51|1|5|Lower Manhattan|58|3.5|Drinking Chocolate|Hot chocolate|Dark chocolate Rg
5771|2023-01-11|09:24:14|2|3|Astoria|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
5772|2023-01-11|09:24:56|1|3|Astoria|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
5773|2023-01-11|09:25:29|2|8|Hell's Kitchen|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
5774|2023-01-11|09:25:33|1|3|Astoria|23|2.5|Coffee|Drip coffee|Our Old Time Diner Blend Rg
5775|2023-01-11|09:27:29|1|8|Hell's Kitchen|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
5776|2023-01-11|09:27:44|1|3|Astoria|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
5777|2023-01-11|09:27:59|1|5|Lower Manhattan|46|2.5|Tea|Brewed Green tea|Serenity Green Tea Rg
5778|2023-01-11|09:28:30|1|3|Astoria|24|3.0|Coffee|Drip coffee|Our Old Time Diner Blend Lg
5779|2023-01-11|09:28:30|1|3|Astoria|75|3.5|Bakery|Pastry|Croissant
5780|2023-01-11|09:29:39|2|3|Astoria|31|2.2|Coffee|Gourmet brewed coffee|Ethiopia Sm
5781|2023-01-11|09:30:27|1|3|Astoria|28|2.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Sm
5782|2023-01-11|09:30:37|1|5|Lower Manhattan|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
5783|2023-01-11|09:32:21|2|5|Lower Manhattan|36|3.75|Coffee|Premium brewed coffee|Jamaican Coffee River Lg
5784|2023-01-11|09:32:36|1|8|Hell's Kitchen|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
5785|2023-01-11|09:34:01|2|3|Astoria|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
5786|2023-01-11|09:34:56|1|3|Astoria|27|3.5|Coffee|Organic brewed coffee|Brazilian Lg
5787|2023-01-11|09:34:56|1|3|Astoria|77|3.0|Bakery|Scone|Oatmeal Scone
5788|2023-01-11|09:35:11|2|3|Astoria|33|3.5|Coffee|Gourmet brewed coffee|Ethiopia Lg
5789|2023-01-11|09:36:36|1|5|Lower Manhattan|37|3.0|Coffee|Barista Espresso|Espresso shot
5790|2023-01-11|09:36:36|1|5|Lower Manhattan|65|0.8|Flavours|Sugar free syrup|Sugar Free Vanilla syrup
5791|2023-01-11|09:39:06|1|8|Hell's Kitchen|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
5792|2023-01-11|09:39:26|2|3|Astoria|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
5793|2023-01-11|09:42:17|2|8|Hell's Kitchen|53|3.0|Tea|Brewed Chai tea|Traditional Blend Chai Lg
5794|2023-01-11|09:46:42|2|8|Hell's Kitchen|38|3.75|Coffee|Barista Espresso|Latte
5795|2023-01-11|09:46:42|2|8|Hell's Kitchen|63|0.8|Flavours|Regular syrup|Carmel syrup
5796|2023-01-11|09:47:31|2|3|Astoria|37|3.0|Coffee|Barista Espresso|Espresso shot
5797|2023-01-11|09:47:31|1|3|Astoria|84|0.8|Flavours|Regular syrup|Chocolate syrup
5798|2023-01-11|09:48:27|2|3|Astoria|39|4.25|Coffee|Barista Espresso|Latte Rg
5799|2023-01-11|09:48:27|2|3|Astoria|84|0.8|Flavours|Regular syrup|Chocolate syrup
5800|2023-01-11|09:48:33|1|3|Astoria|61|4.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Lg
5801|2023-01-11|09:51:57|1|5|Lower Manhattan|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
5802|2023-01-11|09:52:03|1|8|Hell's Kitchen|38|3.75|Coffee|Barista Espresso|Latte
5803|2023-01-11|09:52:03|1|8|Hell's Kitchen|63|0.8|Flavours|Regular syrup|Carmel syrup
5804|2023-01-11|09:52:51|1|5|Lower Manhattan|58|3.5|Drinking Chocolate|Hot chocolate|Dark chocolate Rg
5805|2023-01-11|09:54:07|2|5|Lower Manhattan|53|3.0|Tea|Brewed Chai tea|Traditional Blend Chai Lg
5806|2023-01-11|09:54:07|1|5|Lower Manhattan|70|3.25|Bakery|Scone|Cranberry Scone
5807|2023-01-11|09:54:45|1|5|Lower Manhattan|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
5808|2023-01-11|09:54:45|1|5|Lower Manhattan|75|3.5|Bakery|Pastry|Croissant
5809|2023-01-11|09:57:08|2|5|Lower Manhattan|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
5810|2023-01-11|09:57:08|2|8|Hell's Kitchen|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
5811|2023-01-11|09:57:14|1|8|Hell's Kitchen|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
5812|2023-01-11|09:57:14|1|8|Hell's Kitchen|14|8.95|Loose Tea|Black tea|Earl Grey
5813|2023-01-11|09:58:07|1|5|Lower Manhattan|45|3.0|Tea|Brewed herbal tea|Peppermint Lg
5814|2023-01-11|09:58:07|1|5|Lower Manhattan|69|3.25|Bakery|Biscotti|Hazelnut Biscotti
5815|2023-01-11|09:58:26|2|5|Lower Manhattan|46|2.5|Tea|Brewed Green tea|Serenity Green Tea Rg
5816|2023-01-11|09:58:26|1|5|Lower Manhattan|72|3.25|Bakery|Scone|Ginger Scone
5817|2023-01-11|09:59:20|1|3|Astoria|25|2.2|Coffee|Organic brewed coffee|Brazilian Sm
5818|2023-01-11|10:02:39|1|3|Astoria|48|2.5|Tea|Brewed Black tea|English Breakfast Rg
5819|2023-01-11|10:02:42|1|8|Hell's Kitchen|47|3.0|Tea|Brewed Green tea|Serenity Green Tea Lg
5820|2023-01-11|10:02:42|1|8|Hell's Kitchen|78|4.5|Bakery|Scone|Scottish Cream Scone 
5821|2023-01-11|10:03:08|2|3|Astoria|24|3.0|Coffee|Drip coffee|Our Old Time Diner Blend Lg
5822|2023-01-11|10:03:42|1|3|Astoria|33|3.5|Coffee|Gourmet brewed coffee|Ethiopia Lg
5823|2023-01-11|10:03:45|1|3|Astoria|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
5824|2023-01-11|10:04:07|2|8|Hell's Kitchen|56|2.55|Tea|Brewed Chai tea|Spicy Eye Opener Chai Rg
5825|2023-01-11|10:04:07|1|8|Hell's Kitchen|20|7.6|Packaged Chocolate|Organic Chocolate|Sustainably Grown Organic
5826|2023-01-11|10:04:11|1|3|Astoria|42|2.5|Tea|Brewed herbal tea|Lemon Grass Rg
5827|2023-01-11|10:04:24|2|3|Astoria|23|2.5|Coffee|Drip coffee|Our Old Time Diner Blend Rg
5828|2023-01-11|10:08:46|2|5|Lower Manhattan|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
5829|2023-01-11|10:09:48|2|3|Astoria|50|2.5|Tea|Brewed Black tea|Earl Grey Rg
5830|2023-01-11|10:09:48|1|3|Astoria|71|3.75|Bakery|Pastry|Chocolate Croissant
5831|2023-01-11|10:11:50|2|3|Astoria|36|3.75|Coffee|Premium brewed coffee|Jamaican Coffee River Lg
5832|2023-01-11|10:11:50|2|3|Astoria|65|0.8|Flavours|Sugar free syrup|Sugar Free Vanilla syrup
5833|2023-01-11|10:12:12|2|3|Astoria|31|2.2|Coffee|Gourmet brewed coffee|Ethiopia Sm
5834|2023-01-11|10:12:12|1|3|Astoria|83|14.0|Branded|Housewares|I Need My Bean! Latte cup
5835|2023-01-11|10:16:19|2|3|Astoria|37|3.0|Coffee|Barista Espresso|Espresso shot
5836|2023-01-11|10:16:19|2|3|Astoria|64|0.8|Flavours|Regular syrup|Hazelnut syrup
5837|2023-01-11|10:16:48|2|3|Astoria|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
5838|2023-01-11|10:17:55|1|3|Astoria|24|3.0|Coffee|Drip coffee|Our Old Time Diner Blend Lg
5839|2023-01-11|10:18:03|1|8|Hell's Kitchen|23|2.5|Coffee|Drip coffee|Our Old Time Diner Blend Rg
5840|2023-01-11|10:18:37|2|3|Astoria|38|3.75|Coffee|Barista Espresso|Latte
5841|2023-01-11|10:18:37|1|3|Astoria|17|9.5|Loose Tea|Chai tea|Morning Sunrise Chai
5842|2023-01-11|10:19:07|1|8|Hell's Kitchen|36|3.75|Coffee|Premium brewed coffee|Jamaican Coffee River Lg
5843|2023-01-11|10:19:16|1|8|Hell's Kitchen|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
5844|2023-01-11|10:19:16|1|8|Hell's Kitchen|70|3.25|Bakery|Scone|Cranberry Scone
5845|2023-01-11|10:20:31|2|8|Hell's Kitchen|57|3.1|Tea|Brewed Chai tea|Spicy Eye Opener Chai Lg
5846|2023-01-11|10:20:34|1|3|Astoria|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
5847|2023-01-11|10:22:34|2|8|Hell's Kitchen|34|2.45|Coffee|Premium brewed coffee|Jamaican Coffee River Sm
5848|2023-01-11|10:23:39|2|3|Astoria|32|3.0|Coffee|Gourmet brewed coffee|Ethiopia Rg
5849|2023-01-11|10:24:35|1|8|Hell's Kitchen|25|2.2|Coffee|Organic brewed coffee|Brazilian Sm
5850|2023-01-11|10:26:58|1|5|Lower Manhattan|37|3.0|Coffee|Barista Espresso|Espresso shot
5851|2023-01-11|10:26:58|2|5|Lower Manhattan|64|0.8|Flavours|Regular syrup|Hazelnut syrup
5852|2023-01-11|10:27:13|2|8|Hell's Kitchen|38|3.75|Coffee|Barista Espresso|Latte
5853|2023-01-11|10:27:13|2|8|Hell's Kitchen|84|0.8|Flavours|Regular syrup|Chocolate syrup
5854|2023-01-11|10:27:13|1|8|Hell's Kitchen|70|3.25|Bakery|Scone|Cranberry Scone
5855|2023-01-11|10:27:19|2|3|Astoria|53|3.0|Tea|Brewed Chai tea|Traditional Blend Chai Lg
5856|2023-01-11|10:27:19|1|3|Astoria|71|3.75|Bakery|Pastry|Chocolate Croissant
5857|2023-01-11|10:29:58|2|8|Hell's Kitchen|49|3.0|Tea|Brewed Black tea|English Breakfast Lg
5858|2023-01-11|10:30:03|1|3|Astoria|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
5859|2023-01-11|10:32:02|2|3|Astoria|26|3.0|Coffee|Organic brewed coffee|Brazilian Rg
5860|2023-01-11|10:33:11|1|3|Astoria|42|2.5|Tea|Brewed herbal tea|Lemon Grass Rg
5861|2023-01-11|10:35:22|1|5|Lower Manhattan|37|3.0|Coffee|Barista Espresso|Espresso shot
5862|2023-01-11|10:35:22|2|5|Lower Manhattan|65|0.8|Flavours|Sugar free syrup|Sugar Free Vanilla syrup
5863|2023-01-11|10:36:14|2|8|Hell's Kitchen|27|3.5|Coffee|Organic brewed coffee|Brazilian Lg
5864|2023-01-11|10:36:16|1|3|Astoria|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
5865|2023-01-11|10:37:11|2|8|Hell's Kitchen|54|2.5|Tea|Brewed Chai tea|Morning Sunrise Chai Rg
5866|2023-01-11|10:39:06|1|3|Astoria|39|4.25|Coffee|Barista Espresso|Latte Rg
5867|2023-01-11|10:39:06|1|3|Astoria|84|0.8|Flavours|Regular syrup|Chocolate syrup
5868|2023-01-11|10:39:10|1|3|Astoria|51|3.0|Tea|Brewed Black tea|Earl Grey Lg
5869|2023-01-11|10:39:10|1|3|Astoria|72|3.25|Bakery|Scone|Ginger Scone
5870|2023-01-11|10:40:48|2|8|Hell's Kitchen|55|4.0|Tea|Brewed Chai tea|Morning Sunrise Chai Lg
5871|2023-01-11|10:41:04|1|5|Lower Manhattan|30|3.0|Coffee|Gourmet brewed coffee|Columbian Medium Roast Lg
5872|2023-01-11|10:42:00|1|5|Lower Manhattan|71|3.75|Bakery|Pastry|Chocolate Croissant
5873|2023-01-11|10:42:41|2|8|Hell's Kitchen|32|3.0|Coffee|Gourmet brewed coffee|Ethiopia Rg
5874|2023-01-11|10:42:47|1|3|Astoria|60|3.75|Drinking Chocolate|Hot chocolate|Sustainably Grown Organic Rg
5875|2023-01-11|10:43:56|2|8|Hell's Kitchen|25|2.2|Coffee|Organic brewed coffee|Brazilian Sm
5876|2023-01-11|10:43:57|2|5|Lower Manhattan|33|3.5|Coffee|Gourmet brewed coffee|Ethiopia Lg
5877|2023-01-11|10:46:04|2|8|Hell's Kitchen|42|2.5|Tea|Brewed herbal tea|Lemon Grass Rg
5878|2023-01-11|10:46:04|1|8|Hell's Kitchen|82|12.0|Branded|Housewares|I Need My Bean! Diner mug
5879|2023-01-11|10:47:43|2|8|Hell's Kitchen|41|4.25|Coffee|Barista Espresso|Cappuccino Lg
5880|2023-01-11|10:47:43|1|8|Hell's Kitchen|84|0.8|Flavours|Regular syrup|Chocolate syrup
5881|2023-01-11|10:48:15|2|5|Lower Manhattan|23|2.5|Coffee|Drip coffee|Our Old Time Diner Blend Rg
5882|2023-01-11|10:49:37|1|5|Lower Manhattan|59|4.5|Drinking Chocolate|Hot chocolate|Dark chocolate Lg
5883|2023-01-11|10:51:59|1|8|Hell's Kitchen|35|3.1|Coffee|Premium brewed coffee|Jamaican Coffee River Rg
